run_id,clock_div0,clock_div1,desired_baud,requested_repeat_count,target_packets,valid_repeat_count,excluded_repeat_count,per_mean,per_std,ber_mean,ber_std,avg_rssi_dbm_mean,avg_rssi_dbm_std,valid_rows_mean,valid_rows_min,valid_rows_max
d18_d16_b100k,18,16,100000,1,200,0,1,,,,,,,,,
