campaign_id,repeat_index,run_id,clock_div0,clock_div1,desired_baud,target_packets,receiver_timeout_s,rx_base_freq_hz,deviation_hz,rx_data_rate_baud,rx_bandwidth_hz,tag_serial_log,receiver_raw_log,notes,status,reason,received_rows,valid_rows,packet_error_count,packet_count_for_per,per,ber,avg_rssi_dbm
20260420_224925,1,d18_d16_b100k,18,16,100000,200,120,2457378082,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260420_224925\raw\d18_d16_b100k\repeat_01_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260420_224925\raw\d18_d16_b100k\repeat_01_receiver_raw.txt,delta2,ok,,74,74,34,74,0.4594594594594595,0.1007480694980695,-85.27027027027027
