run_id,clock_div0,clock_div1,desired_baud,repeat_count,per_mean,per_std,ber_mean,ber_std,avg_rssi_dbm_mean,avg_rssi_dbm_std,valid_rows_mean,valid_rows_min,valid_rows_max
d18_d16_b100k,18,16,100000,1,0.4594594594594595,0.0,0.1007480694980695,0.0,-85.27027027027027,0.0,74.0,74,74
