run_id,clock_div0,clock_div1,desired_baud,repeat_count,per_mean,per_std,ber_mean,ber_std,avg_rssi_dbm_mean,avg_rssi_dbm_std,valid_rows_mean,valid_rows_min,valid_rows_max
d20_d18_b100k,20,18,100000,2,0.2575,0.08838834764831845,0.03604910714285714,0.007607711351158834,-87.995,0.2262741699796954,200.0,200,200
d22_d20_b100k,22,20,100000,2,0.23249999999999998,0.17324116139070414,0.03482142857142857,0.020013647288940676,-85.7125,3.715846135135309,200.0,200,200
